lift_id,lift_number,building_name,block_no,road_name,postal_code,pto_expiry_date,pto_status
L50760,PL12,na,95,GRANGE ROAD,249616,44255,Active
L50761,FL3,na,95,GRANGE ROAD,249616,44255,Active
L50769,PL1,na,91,GRANGE ROAD,249613,44255,Active
L50770,PL2,na,91,GRANGE ROAD,249613,44255,Active
L50771,PL3,na,91,GRANGE ROAD,249613,44255,Active
L50772,PL4,na,91,GRANGE ROAD,249613,44255,Active
L50773,FL1,na,91,GRANGE ROAD,249613,44255,Active
L103813,L-04,The American Club,10,CLAYMORE HILL,229573,44255,Active
L103814,L-05,The American Club,10,CLAYMORE HILL,229573,44255,Active
L62733,F1,NATIONAL GAS CONTROL CENTRE,24A,SENOKO AVENUE,758314,44255,Active
L62734,P2,NATIONAL GAS CONTROL CENTRE,24A,SENOKO AVENUE,758314,44255,Active
L62735,G3,NATIONAL GAS CONTROL CENTRE,24A,SENOKO AVENUE,758314,44255,Active
L103865,A,na,316,SERANGOON AVENUE 2,550316,44255,Active
L104947,BL1,Kwong Wai Shiu Hospital,705,SERANGOON ROAD,328127,44255,Active
L104949,BL3,Kwong Wai Shiu Hospital,705,SERANGOON ROAD,328127,44255,Active
L105262,BL2,Kwong Wai Shiu Hospital,705,SERANGOON ROAD,328127,44255,Active
L52567,P1,PARC MACKENZIE,68,MACKENZIE ROAD,228687,44255,Active
L52568,P2,PARC MACKENZIE,68,MACKENZIE ROAD,228687,44255,Active
L44786,1,na,87,PASIR PANJANG HILL,118892,44255,Active
L44787,2,na,87,PASIR PANJANG HILL,118892,44255,Active
L44788,3,na,87,PASIR PANJANG HILL,118892,44255,Active
L44789,4,na,87,PASIR PANJANG HILL,118892,44255,Active
L44790,5,na,87,PASIR PANJANG HILL,118892,44255,Active
L44791,6,na,87,PASIR PANJANG HILL,118892,44255,Active
L42295,1,na,15,MINBU ROAD,308166,44255,Active
L42296,2,na,15,MINBU ROAD,308166,44255,Active
L103869,A,na,406,SERANGOON AVENUE 1,550406,44255,Active
L76990,2,na,1,RIDGEWOOD CLOSE,276692,44255,Active
L49552,PL6,COMPASS HEIGHTS,9,SENGKANG SQUARE,545075,44255,Active
L49593,PL4,COMPASS HEIGHTS,11,SENGKANG SQUARE,545076,44255,Active
L49597,PL1,COMPASS HEIGHTS,11,SENGKANG SQUARE,545076,44255,Active
L49659,PL8,COMPASS HEIGHTS,9,SENGKANG SQUARE,545075,44255,Active
L71806,PL1 (Blk 43),na,1,LARKHILL ROAD - SENTOSA,99394,44255,Active
L79483,104B-PL,na,25,LOYANG CRESCENT,508988,44255,Active
L79484,107-PL,na,25,LOYANG CRESCENT,508988,44255,Active
L79485,104C-PL,na,25,LOYANG CRESCENT,508988,44255,Active
L79486,104A-PL,na,25,LOYANG CRESCENT,508988,44255,Active
L79487,107-GL,na,25,LOYANG CRESCENT,508988,44255,Active
L79488,104C-GL,na,25,LOYANG CRESCENT,508988,44255,Active
L79489,104B-GL,na,25,LOYANG CRESCENT,508988,44255,Active
L79490,104A-GL,na,25,LOYANG CRESCENT,508988,44255,Active
L48801,A1,na,47,HILLVIEW AVENUE,669614,44255,Active
L48802,A2,na,47,HILLVIEW AVENUE,669614,44255,Active
L48803,B1,na,47,HILLVIEW AVENUE,669614,44255,Active
L48804,C1,na,47,HILLVIEW AVENUE,669614,44255,Active
L48805,C2,na,47,HILLVIEW AVENUE,669614,44255,Active
L48806,B2,na,47,HILLVIEW AVENUE,669614,44255,Active
L48821,E1,na,53,HILLVIEW AVENUE,669566,44255,Active
L48822,E2,na,53,HILLVIEW AVENUE,669566,44255,Active
L48823,A1,na,53,HILLVIEW AVENUE,669566,44255,Active
L48824,A2,na,53,HILLVIEW AVENUE,669566,44255,Active
L48825,B1,na,53,HILLVIEW AVENUE,669566,44255,Active
L48826,B2,na,53,HILLVIEW AVENUE,669566,44255,Active
L48827,C1,na,53,HILLVIEW AVENUE,669566,44255,Active
L48828,C2,na,53,HILLVIEW AVENUE,669566,44255,Active
L48829,D1,na,53,HILLVIEW AVENUE,669566,44255,Active
L48830,D2,na,53,HILLVIEW AVENUE,669566,44255,Active
L48859,A1,na,57,HILLVIEW AVENUE,669568,44255,Active
L48860,A2,na,57,HILLVIEW AVENUE,669568,44255,Active
L48861,B1,na,57,HILLVIEW AVENUE,669568,44255,Active
L48862,B2,na,57,HILLVIEW AVENUE,669568,44255,Active
L48863,C1,na,57,HILLVIEW AVENUE,669568,44255,Active
L48864,C2,na,57,HILLVIEW AVENUE,669568,44255,Active
L31754,P1,na,48,JOO CHIAT ROAD,427371,44255,Active
L48897,A1,na,49,HILLVIEW AVENUE,669615,44255,Active
L48898,B2,na,49,HILLVIEW AVENUE,669615,44255,Active
L48899,C1,na,49,HILLVIEW AVENUE,669615,44255,Active
L48900,C2,na,49,HILLVIEW AVENUE,669615,44255,Active
L48901,A2,na,49,HILLVIEW AVENUE,669615,44255,Active
L48902,B1,na,49,HILLVIEW AVENUE,669615,44255,Active
L48903,D1,na,49,HILLVIEW AVENUE,669615,44255,Active
L48904,D2,na,49,HILLVIEW AVENUE,669615,44255,Active
L48945,B2,na,45,HILLVIEW AVENUE,669613,44255,Active
L48946,C1,na,45,HILLVIEW AVENUE,669613,44255,Active
L48947,C2,na,45,HILLVIEW AVENUE,669613,44255,Active
L48948,A1,na,45,HILLVIEW AVENUE,669613,44255,Active
L48949,A2,na,45,HILLVIEW AVENUE,669613,44255,Active
L48944,B1,na,45,HILLVIEW AVENUE,669613,44255,Active
L48985,A1,na,51,HILLVIEW AVENUE,669565,44255,Active
L48986,A2,na,51,HILLVIEW AVENUE,669565,44255,Active
L48987,B1,na,51,HILLVIEW AVENUE,669565,44255,Active
L48988,B2,na,51,HILLVIEW AVENUE,669565,44255,Active
L48989,C1,na,51,HILLVIEW AVENUE,669565,44255,Active
L48990,C2,na,51,HILLVIEW AVENUE,669565,44255,Active
L49037,B1,na,59,HILLVIEW AVENUE,669616,44255,Active
L49038,B2,na,59,HILLVIEW AVENUE,669616,44255,Active
L49039,C1,na,59,HILLVIEW AVENUE,669616,44255,Active
L49040,A1,na,59,HILLVIEW AVENUE,669616,44255,Active
L49041,A2,na,59,HILLVIEW AVENUE,669616,44255,Active
L49042,C2,na,59,HILLVIEW AVENUE,669616,44255,Active
L47678,1,na,5,BUANGKOK GREEN,539748,44255,Active
L47679,2,na,5,BUANGKOK GREEN,539748,44255,Active
L37700,1,na,43,JALAN PEMIMPIN,577192,44255,Active
L76970,3,THE DAIRY FARM ESTATE,21,DAIRY FARM ROAD,679045,44255,Active
L77020,1,THE DAIRY FARM ESTATE,15,DAIRY FARM ROAD,679042,44255,Active
L77021,2,THE DAIRY FARM ESTATE,15,DAIRY FARM ROAD,679042,44255,Active
L77022,3,THE DAIRY FARM ESTATE,15,DAIRY FARM ROAD,679042,44255,Active
L105230,PL1,na,8,SUNGEI KADUT LOOP,729455,44255,Active
L50503,PL3,na,1,PALM ROAD,456448,44255,Active
L50504,PL4,na,1,PALM ROAD,456448,44255,Active
L50505,PL5,na,1,PALM ROAD,456448,44255,Active
L50506,PL1,na,1,PALM ROAD,456448,44255,Active
L50507,PL2,na,1,PALM ROAD,456448,44255,Active
L28707,A(COM),na,675,YISHUN AVENUE 4,760675,44255,Active
L69967,B,na,38,MAXWELL ROAD,69116,44255,Active
L69490,1,na,181,JOO CHIAT ROAD,427452,44255,Active
L48465,C3,PAYA UBI INDUSTRIAL PARK,51,UBI AVENUE 1,408933,44255,Active
L64622,1,na,11,LORONG 9 GEYLANG,388759,44255,Active
L51546,1,na,172,RACE COURSE ROAD,218605,44255,Active
L66205,VPL1,na,27D,SURIN AVENUE,533964,44255,Active
L77272,1,THE DAIRY FARM ESTATE,19,DAIRY FARM ROAD,679044,44255,Active
L77273,2,THE DAIRY FARM ESTATE,19,DAIRY FARM ROAD,679044,44255,Active
L105610,C,na,361,SEMBAWANG CRESCENT,750361,44255,Active
L77127,1,THE DAIRY FARM ESTATE,17,DAIRY FARM ROAD,679043,44255,Active
L77128,2,THE DAIRY FARM ESTATE,17,DAIRY FARM ROAD,679043,44255,Active
L77249,1,THE DAIRY FARM ESTATE,13,DAIRY FARM ROAD,679041,44255,Active
L77250,2,THE DAIRY FARM ESTATE,13,DAIRY FARM ROAD,679041,44255,Active
L77251,3,THE DAIRY FARM ESTATE,13,DAIRY FARM ROAD,679041,44255,Active
L46917,FL5,na,25/27,WOODLEIGH CLOSE,0,44255,Active
L46918,P6,na,25/27,WOODLEIGH CLOSE,0,44255,Active
L46919,P7,na,25/27,WOODLEIGH CLOSE,0,44255,Active
L46920,P8,na,25/27,WOODLEIGH CLOSE,0,44255,Active
L46921,P9,na,25/27,WOODLEIGH CLOSE,0,44255,Active
L46922,P10,na,25/27,WOODLEIGH CLOSE,0,44255,Active
L46923,P1,na,25/27,WOODLEIGH CLOSE,0,44255,Active
L46924,P2,na,25/27,WOODLEIGH CLOSE,0,44255,Active
L46925,P3,na,25/27,WOODLEIGH CLOSE,0,44255,Active
L46926,P4,na,25/27,WOODLEIGH CLOSE,0,44255,Active
L35256,PL1,na,45,CHEE HOON AVENUE,299764,44255,Active
L60006,HL1,na,30,PLATINA ROAD,758629,44255,Active
L75971,GL2,MEIJI SEIKA,36,QUALITY ROAD,618806,44255,Active
L62325,1,na,157,SIN MING ROAD,575624,44255,Active
L65565,PL1,Choa Chu Kang 230kV,91,CHOA CHU KANG ROAD,689484,44255,Active
L69082,PL1,na,21,TUAS AVENUE 9,639196,44255,Active
L69084,CL1,na,21,TUAS AVENUE 9,639196,44255,Active
L69085,CL2,na,21,TUAS AVENUE 9,639196,44255,Active
L69086,CL3,na,21,TUAS AVENUE 9,639196,44255,Active
L55280,FL1,SILVERSEA,46,MARINE PARADE ROAD,449305,44255,Active
L55281,PL2,SILVERSEA,46,MARINE PARADE ROAD,449305,44255,Active
L55282,PL3,SILVERSEA,46,MARINE PARADE ROAD,449305,44255,Active
L55283,PL4,SILVERSEA,46,MARINE PARADE ROAD,449305,44255,Active
L56108,PL1,SILVERSEA,48,MARINE PARADE ROAD,449306,44255,Active
L56109,PL5,SILVERSEA,48,MARINE PARADE ROAD,449306,44255,Active
L56110,PL7,SILVERSEA,48,MARINE PARADE ROAD,449306,44255,Active
L56111,FL2,SILVERSEA,48,MARINE PARADE ROAD,449306,44255,Active
L56112,PL6,SILVERSEA,48,MARINE PARADE ROAD,449306,44255,Active
L39497,HL1,na,14A,EAST COAST AVENUE,459191,44255,Active
L56935,FL3,SILVERSEA,50,MARINE PARADE ROAD,449307,44255,Active
L56936,PL8,SILVERSEA,50,MARINE PARADE ROAD,449307,44255,Active
L56937,PL9,SILVERSEA,50,MARINE PARADE ROAD,449307,44255,Active
L56938,PL10,SILVERSEA,50,MARINE PARADE ROAD,449307,44255,Active
L56939,PL11,SILVERSEA,50,MARINE PARADE ROAD,449307,44255,Active
L55415,FL4,SILVERSEA,52,MARINE PARADE ROAD,449308,44255,Active
L55416,PL12,SILVERSEA,52,MARINE PARADE ROAD,449308,44255,Active
L55417,PL13,SILVERSEA,52,MARINE PARADE ROAD,449308,44255,Active
L55418,PL14,SILVERSEA,52,MARINE PARADE ROAD,449308,44255,Active
L45574,A,na,557,UPPER THOMSON ROAD,574418,44255,Active
L45575,B,na,557,UPPER THOMSON ROAD,574418,44255,Active
L45576,C,na,557,UPPER THOMSON ROAD,574418,44255,Active
L45577,D,na,557,UPPER THOMSON ROAD,574418,44255,Active
L55797,PL1/FL1,AIRSTREAM,26,ST. MICHAELS ROAD,327994,44255,Active
L55798,PL2/FL2,AIRSTREAM,26,ST. MICHAELS ROAD,327994,44255,Active
L45295,F1,na,25,JALAN MERAH SAGA,278104,44255,Active
L45296,P2,na,25,JALAN MERAH SAGA,278104,44255,Active
L45430,F1,na,27,JALAN MERAH SAGA,278106,44255,Active
L45431,P2,na,27,JALAN MERAH SAGA,278106,44255,Active
L45492,P2,na,23,JALAN MERAH SAGA,278102,44255,Active
L45493,F1,na,23,JALAN MERAH SAGA,278102,44255,Active
L53239,PLA,STADIA,27,YIO CHU KANG ROAD,545542,44255,Active
L53240,PLB,STADIA,27,YIO CHU KANG ROAD,545542,44255,Active
L49686,PL1,na,80,KIM YAM ROAD,239375,44255,Active
L49687,PL2,na,80,KIM YAM ROAD,239375,44255,Active
L49977,PLA,na,6,KIM KEAT ROAD,328847,44255,Active
L49978,FLB,na,6,KIM KEAT ROAD,328847,44255,Active
L52356,PL1,EDEN VIEW,6,EDEN GROVE,539102,44255,Active
L48458,PL5,na,51,EWE BOON ROAD,259345,44255,Active
L48454,PL1,na,51,EWE BOON ROAD,259345,44255,Active
L48455,PL2,na,51,EWE BOON ROAD,259345,44255,Active
L48456,PL3,na,51,EWE BOON ROAD,259345,44255,Active
L48457,PL4,na,51,EWE BOON ROAD,259345,44255,Active
L50287,1,87 WILKIE APARTMENTS,87,WILKIE ROAD,228084,44255,Active
L80209,1,MACDONALD HOUSE,40A,ORCHARD ROAD,238838,44255,Active
L52645,FL1,na,9,JALAN KILANG,159409,44255,Active
L52646,GL1,na,9,JALAN KILANG,159409,44255,Active
L54075,Blk 7 PLA,CITY SQUARE RESIDENCES,7,KITCHENER LINK,207728,44255,Active
L78346,11,COMCENTRE I,31,EXETER ROAD,239732,na,Suspended
L54453,PL2,ALTEZ,16,ENGGOR STREET,79717,44255,Active
L41354,HL1,na,33,OLIVE ROAD,298270,44255,Active
L54662,PL,THE TAMPINES TRILLIANT,33,TAMPINES CENTRAL 7,528614,44255,Active
L54663,FL,THE TAMPINES TRILLIANT,33,TAMPINES CENTRAL 7,528614,44255,Active
L54737,PL,THE TAMPINES TRILLIANT,13,TAMPINES CENTRAL 7,528770,44255,Active
L54738,FL,THE TAMPINES TRILLIANT,13,TAMPINES CENTRAL 7,528770,44255,Active
L55003,PL,THE TAMPINES TRILLIANT,19,TAMPINES CENTRAL 7,528773,44255,Active
L55004,FL,THE TAMPINES TRILLIANT,19,TAMPINES CENTRAL 7,528773,44255,Active
L34934,PL8,TWIN FOUNTAINS,19A,WOODLANDS AVENUE 6,739000,44255,Active
L34935,FL8,TWIN FOUNTAINS,19A,WOODLANDS AVENUE 6,739000,44255,Active
L34857,CH1,TWIN FOUNTAINS,13,WOODLANDS AVENUE 6,738994,44255,Active
L35035,PL3,TWIN FOUNTAINS,15,WOODLANDS AVENUE 6,738995,44255,Active
L35036,FL3,TWIN FOUNTAINS,15,WOODLANDS AVENUE 6,738995,44255,Active
L35149,PL2,TWIN FOUNTAINS,11A,WOODLANDS AVENUE 6,738993,44255,Active
L35150,FL2,TWIN FOUNTAINS,11A,WOODLANDS AVENUE 6,738993,44255,Active
L34806,PL5,TWIN FOUNTAINS,17,WOODLANDS AVENUE 6,738997,44255,Active
L34807,FL5,TWIN FOUNTAINS,17,WOODLANDS AVENUE 6,738997,44255,Active
L35006,PL1,TWIN FOUNTAINS,11,WOODLANDS AVENUE 6,738992,44255,Active
L35007,FL1,TWIN FOUNTAINS,11,WOODLANDS AVENUE 6,738992,44255,Active
L35068,PL6,TWIN FOUNTAINS,17A,WOODLANDS AVENUE 6,738998,44255,Active
L35069,FL6,TWIN FOUNTAINS,17A,WOODLANDS AVENUE 6,738998,44255,Active
L35207,PL7,TWIN FOUNTAINS,19,WOODLANDS AVENUE 6,738999,44255,Active
L35208,FL7,TWIN FOUNTAINS,19,WOODLANDS AVENUE 6,738999,44255,Active
L35237,PL4,TWIN FOUNTAINS,15A,WOODLANDS AVENUE 6,738996,44255,Active
L35238,FL4,TWIN FOUNTAINS,15A,WOODLANDS AVENUE 6,738996,44255,Active
L55171,PL,THE TAMPINES TRILLIANT,25,TAMPINES CENTRAL 7,529610,44255,Active
L55172,FL,THE TAMPINES TRILLIANT,25,TAMPINES CENTRAL 7,529610,44255,Active
L55371,PL,THE TAMPINES TRILLIANT,31,TAMPINES CENTRAL 7,528613,44255,Active
L55372,FL,THE TAMPINES TRILLIANT,31,TAMPINES CENTRAL 7,528613,44255,Active
L55832,PL,THE TAMPINES TRILLIANT,21,TAMPINES CENTRAL 7,528608,44255,Active
L55833,FL,THE TAMPINES TRILLIANT,21,TAMPINES CENTRAL 7,528608,44255,Active
L55972,PL,THE TAMPINES TRILLIANT,27,TAMPINES CENTRAL 7,528611,44255,Active
L55973,FL,THE TAMPINES TRILLIANT,27,TAMPINES CENTRAL 7,528611,44255,Active
L55999,PL,THE TAMPINES TRILLIANT,15,TAMPINES CENTRAL 7,528771,44255,Active
L56000,FL,THE TAMPINES TRILLIANT,15,TAMPINES CENTRAL 7,528771,44255,Active
L56518,PL,THE TAMPINES TRILLIANT,17,TAMPINES CENTRAL 7,528772,44255,Active
L56519,FL,THE TAMPINES TRILLIANT,17,TAMPINES CENTRAL 7,528772,44255,Active
L56695,PL,THE TAMPINES TRILLIANT,11,TAMPINES CENTRAL 7,528769,44255,Active
L56696,FL,THE TAMPINES TRILLIANT,11,TAMPINES CENTRAL 7,528769,44255,Active
L56801,PL,THE TAMPINES TRILLIANT,29,TAMPINES CENTRAL 7,528612,44255,Active
L56802,FL,THE TAMPINES TRILLIANT,29,TAMPINES CENTRAL 7,528612,44255,Active
L57001,PL,THE TAMPINES TRILLIANT,23,TAMPINES CENTRAL 7,528609,44255,Active
L57002,FL,THE TAMPINES TRILLIANT,23,TAMPINES CENTRAL 7,528609,44255,Active
L42893,5,na,135,SUNSET WAY,597158,44255,Active
L42894,6,na,135,SUNSET WAY,597158,44255,Active
L42895,7,na,135,SUNSET WAY,597158,44255,Active
L42896,8,na,135,SUNSET WAY,597158,44255,Active
L42897,9,na,135,SUNSET WAY,597158,44255,Active
L42898,10,na,135,SUNSET WAY,597158,44255,Active
L42899,11,na,135,SUNSET WAY,597158,44255,Active
L42900,12,na,135,SUNSET WAY,597158,44255,Active
L42901,13,na,135,SUNSET WAY,597158,44255,Active
L42902,1,na,135,SUNSET WAY,597158,44255,Active
L42903,2,na,135,SUNSET WAY,597158,44255,Active
L42904,3,na,135,SUNSET WAY,597158,44255,Active
L42905,4,na,135,SUNSET WAY,597158,44255,Active
L55009,1,na,9,BUTTERWORTH LANE,439424,44255,Active
L39993,HL1,na,63,ORIOLE CRESCENT,288654,44255,Active
L31490,PL1,ORCHARD GATEWAY@EMERALD,218,ORCHARD ROAD,238851,44255,Active
L31491,PL2,ORCHARD GATEWAY@EMERALD,218,ORCHARD ROAD,238851,44255,Active
L31492,PL3,ORCHARD GATEWAY@EMERALD,218,ORCHARD ROAD,238851,44255,Active
L31493,FL4,ORCHARD GATEWAY@EMERALD,218,ORCHARD ROAD,238851,44255,Active
L58984,EL01,na,10,ANG MO KIO AVENUE 8,567727,44255,Active
L58985,EL02,na,10,ANG MO KIO AVENUE 8,567727,44255,Active
L58986,BL03,na,10,ANG MO KIO AVENUE 8,567727,44255,Active
L58987,PL01,na,10,ANG MO KIO AVENUE 8,567727,44255,Active
L58988,FL02,na,10,ANG MO KIO AVENUE 8,567727,44255,Active
L41171,HL10,VERDANA VILLAS,29,GRACE WALK,554525,44255,Active
L35427,PL1,na,1,GENTING LANE,349544,44255,Active
L35428,PL2,na,1,GENTING LANE,349544,44255,Active
L35429,CL3,na,1,GENTING LANE,349544,44255,Active
L35430,CL4,na,1,GENTING LANE,349544,44255,Active
L53784,PL1,SOHO LIFE,216,JOO CHIAT ROAD,427483,44255,Active
L53785,PL2,SOHO LIFE,216,JOO CHIAT ROAD,427483,44255,Active
L66237,PL1,na,31G,SURIN AVENUE,533953,44255,Active
L66238,PL2,na,31G,SURIN AVENUE,533953,44255,Active
L33616,VPL1,na,4,CHATSWORTH PARK,249811,44255,Active
L38472,H16C,PAN PACIFIC HOTEL,7,RAFFLES BOULEVARD,39595,44255,Active
L62233,FL1,ORCHARD GATEWAY,277,ORCHARD ROAD,238858,44255,Active
L62234,RE1,ORCHARD GATEWAY,277,ORCHARD ROAD,238858,44255,Active
L62235,RE2,ORCHARD GATEWAY,277,ORCHARD ROAD,238858,44255,Active
L62236,RE3,ORCHARD GATEWAY,277,ORCHARD ROAD,238858,44255,Active
L62237,RE4,ORCHARD GATEWAY,277,ORCHARD ROAD,238858,44255,Active
L62238,SE3,ORCHARD GATEWAY,277,ORCHARD ROAD,238858,44255,Active
L62239,SE4,ORCHARD GATEWAY,277,ORCHARD ROAD,238858,44255,Active
L62240,BL1,ORCHARD GATEWAY,277,ORCHARD ROAD,238858,44255,Active
L62241,RE5,ORCHARD GATEWAY,277,ORCHARD ROAD,238858,44255,Active
L68650,PL,na,5,MANDAI LINK,728654,44255,Active
L68651,SL,na,5,MANDAI LINK,728654,44255,Active
L68652,GL,na,5,MANDAI LINK,728654,44255,Active
L41164,PL1,na,21,TANJONG KLING ROAD,628047,44255,Active
L54454,PL3,ALTEZ,16,ENGGOR STREET,79717,44255,Active
L103489,HL1,na,51,VICTORIA PARK GROVE,266134,44255,Active
L105257,PL1,My First Skool,2,PUNGGOL DRIVE,828803,44255,Active
L105258,PL2,My First Skool,2,PUNGGOL DRIVE,828803,44255,Active
L70391,P1,na,10,LORONG 20 GEYLANG,398730,44255,Active
L70392,P2,na,10,LORONG 20 GEYLANG,398730,44255,Active
L38548,1,na,6,MARSILING LANE,739145,44255,Active
L38549,2,na,6,MARSILING LANE,739145,44255,Active
L38550,6,na,6,MARSILING LANE,739145,44255,Active
L38551,5,na,6,MARSILING LANE,739145,44255,Active
L103463,HL1,na,36,VICTORIA PARK GROVE,266119,44255,Active
L63734,HL 01,SKYPARK,22 #30-01,ST. THOMAS WALK,238107,44255,Active
L55595,SL1,ASCENTIA SKY,1,ALEXANDRA VIEW,158748,44255,Active
L68780,PL3,THE CREST,105,PRINCE CHARLES CRESCENT,159019,44255,Active
L68781,FL3,THE CREST,105,PRINCE CHARLES CRESCENT,159019,44255,Active
L68782,PH3,THE CREST,105,PRINCE CHARLES CRESCENT,159019,44255,Active
L68783,PH4,THE CREST,105,PRINCE CHARLES CRESCENT,159019,44255,Active
L68817,PL1,THE CREST,101,PRINCE CHARLES CRESCENT,159017,44255,Active
L68818,FL1,THE CREST,101,PRINCE CHARLES CRESCENT,159017,44255,Active
L68819,PH1,THE CREST,101,PRINCE CHARLES CRESCENT,159017,44255,Active
L68820,PH2,THE CREST,101,PRINCE CHARLES CRESCENT,159017,44255,Active
L68880,PL2,THE CREST,103,PRINCE CHARLES CRESCENT,159018,44255,Active
L68881,FL2,THE CREST,103,PRINCE CHARLES CRESCENT,159018,44255,Active
L68846,PL4,THE CREST,107,PRINCE CHARLES CRESCENT,159020,44255,Active
L68847,PL5,THE CREST,107,PRINCE CHARLES CRESCENT,159020,44255,Active
L68848,PH5,THE CREST,107,PRINCE CHARLES CRESCENT,159020,44255,Active
L68849,PH6,THE CREST,107,PRINCE CHARLES CRESCENT,159020,44255,Active
L68884,PL6,THE CREST,109,PRINCE CHARLES CRESCENT,159021,44255,Active
L68885,PL7,THE CREST,109,PRINCE CHARLES CRESCENT,159021,44255,Active
L68886,PH7,THE CREST,109,PRINCE CHARLES CRESCENT,159021,44255,Active
L68887,PH8,THE CREST,109,PRINCE CHARLES CRESCENT,159021,44255,Active
L68788,PL8,THE CREST,111,PRINCE CHARLES CRESCENT,159022,44255,Active
L68789,PL9,THE CREST,111,PRINCE CHARLES CRESCENT,159022,44255,Active
L68790,PH9,THE CREST,111,PRINCE CHARLES CRESCENT,159022,44255,Active
L68791,PH10,THE CREST,111,PRINCE CHARLES CRESCENT,159022,44255,Active
L68858,PL10,THE CREST,113,PRINCE CHARLES CRESCENT,159023,44255,Active
L68859,PL11,THE CREST,113,PRINCE CHARLES CRESCENT,159023,44255,Active
L68860,PH11,THE CREST,113,PRINCE CHARLES CRESCENT,159023,44255,Active
L68861,PH12,THE CREST,113,PRINCE CHARLES CRESCENT,159023,44255,Active
L102792,B,na,996B,BUANGKOK CRESCENT,532996,44255,Active
L66002,HL3,NOUVEL 18,18 #36-06,ANDERSON ROAD,259977,44255,Active
L59979,HL49,VERDANA VILLAS,107,GRACE WALK,554483,44255,Active
L68500,PL1,THE SERENNO,103,HAIG ROAD,438750,44255,Active
L59327,HL81,MONT TIMAH,81,BUKIT WAY,587772,44255,Active
L105567,15,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105568,16,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105569,17,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105570,18,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105571,19,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105572,29,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105573,30,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105574,23,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105575,24,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105576,25,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105577,26,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105578,27,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105579,28,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105580,31,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105581,32,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105582,33,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105583,Fireman Lift 13,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105584,Fireman Lift 34,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105585,Service Lift 14,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105586,Escape Bed Lift 20,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105587,Escape Bed Lift 21,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L105588,Escape Bed Lift 22,NATIONAL CENTRE FOR INFECTIOUS DISEASES,16,JALAN TAN TOCK SENG,308442,44255,Active
L38816,GL2,na,10,TUAS AVENUE 13,638983,44255,Active
L103821,HL1,na,71,VICTORIA PARK GROVE,266154,44255,Active
L79233,PL1,na,47,FERNVALE LINK,797537,44255,Active
L34915,L01,na,321,CLEMENTI AVENUE 3,129905,44255,Active
L34916,L02,na,321,CLEMENTI AVENUE 3,129905,44255,Active
L34917,L03,na,321,CLEMENTI AVENUE 3,129905,44255,Active
L34918,L04,na,321,CLEMENTI AVENUE 3,129905,44255,Active
L34919,L05,na,321,CLEMENTI AVENUE 3,129905,44255,Active
L186020,VPL1,INTERNATIONAL BUILDING,360,ORCHARD ROAD,238869,44255,Active
L99985,A,na,140B,CORPORATION DRIVE,612140,44255,Active
L54457,PL4,ALTEZ,16,ENGGOR STREET,79717,44255,Active
L32301,PL1,PRATT & WHITLEY SCR,61,SELETAR AEROSPACE VIEW,797560,44255,Active
